what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1449837216867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837219107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837241047
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1449837241085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837248936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837297375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837429621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837525367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837542889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449837547229
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1449837556723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449837561784
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.shiftLeft",1449837565396
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.shiftLeft",1449837565675
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.shiftLeft",1449837565993
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1449837621866
error,log,,,"Unable to get CElement for Macro",1449837621983
error,log,,,"Unable to get CElement for Macro",1449837621984
error,log,,,"Unable to get CElement for Macro",1449837621985
error,log,,,"Unable to get CElement for Macro",1449837621985
error,log,,,"Unable to get CElement for Macro",1449837621986
error,log,,,"Unable to get CElement for Macro",1449837621986
error,log,,,"Unable to get CElement for Macro",1449837621987
error,log,,,"Unable to get CElement for Macro",1449837621987
error,log,,,"Unable to get CElement for Macro",1449837621988
error,log,,,"Unable to get CElement for Macro",1449837621988
error,log,,,"Unable to get CElement for Macro",1449837621989
error,log,,,"Unable to get CElement for Macro",1449837621989
error,log,,,"Unable to get CElement for Macro",1449837621989
error,log,,,"Unable to get CElement for Macro",1449837621990
error,log,,,"Unable to get CElement for Macro",1449837621990
error,log,,,"Unable to get CElement for Macro",1449837621991
error,log,,,"Unable to get CElement for Macro",1449837621991
error,log,,,"Unable to get CElement for Macro",1449837621992
error,log,,,"Unable to get CElement for Macro",1449837621992
error,log,,,"Unable to get CElement for Macro",1449837621993
error,log,,,"Unable to get CElement for Macro",1449837621994
error,log,,,"Unable to get CElement for Macro",1449837621994
error,log,,,"Unable to get CElement for Macro",1449837621995
error,log,,,"Unable to get CElement for Macro",1449837621996
error,log,,,"Unable to get CElement for Macro",1449837621998
error,log,,,"Unable to get CElement for Macro",1449837621998
error,log,,,"Unable to get CElement for Macro",1449837621999
